Catalog Number,Product Description,Fisher Stated Sales,Fisher Stated List Price,Fisher Stated Qty (SU + AU),Wisconsin Cost,Nebraska Cost,Penn State Cost,Wisconsin Quantity,Nebraska Quantity,Penn State Quantity,Wisconsin Average Cost Per Item,Nebraska Average Cost Per Item,Penn State Average Cost Per Item,Total Cost,Total Quantity
6057NG100CF,RHNOGGIN CF 100 UG,3132.53,954.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6178FZ050,RHFRIZZLED-7 FC CF 50 UG,1421.16,406.5,4.0,0.0,344.16,0.0,0.0,1,0.0,0.0,344.16,0.0,344.16,1
62281,H10 1 MG,1256,345,4.0,0.0,0.0,1256.0,0.0,0.0,4,0.0,0.0,314.0,1256.0,4
632950,CLOZAPINE N-OXIDE DIHYD 50 MG,5986.42,624.5,11.0,3159.72,0.0,2826.7,6,0.0,5,526.62,0.0,565.34,5986.42,11
640619B,CRIMP SEAL11MM PTFE/RR 1000/CS,2846.31,258,16.0,132.49,2422.37,0.0,1,13,0.0,132.49,186.34,0.0,2554.86,14
64141B,BTL MEDIA PYREX 250ML 10/CS,1927.95,158.9,29.0,1048.4,463.16,233.0,18,4,4,58.24,115.79,58.25,1744.56,26
64141C,BTL MEDIA PYREX 500ML 10/CS,2781.44,188,39.0,1251.25,500.92,428.84,18,7,6,69.51,71.56,71.47,2181.01,31
64141D,BTL MEDIA PYREX 1L 10/CS,4183.92,231.5,48.0,1258.47,1236.65,696.8,15,14,8,83.9,88.33,87.1,3191.92,37
64141E,BTL MEDIA PYREX 2L,1852.4,76,50.0,935.46,433.88,157.31,26,10,7,35.98,43.39,22.47,1526.65,43
64156,ROLLR BTL DUR TWN 850CM2 40/CS,2696.72,568.5,10.0,1072.28,0.0,0.0,4,0.0,0.0,268.07,0.0,0.0,1072.28,4
64157,ROLLR BTL DUR BK 850CM2 40/CS,2944.84,561.5,10.0,1794.0,0.0,0.0,6,0.0,0.0,299.0,0.0,0.0,1794.0,6
6434,TISSUE GRINDER 1ML 2/CS,1349.2,360,7.0,1349.2,0.0,0.0,7,0.0,0.0,192.74,0.0,0.0,1349.2,7
644318,FB50MLTBE PP\FLAT\GRD\S 500CS,2887.57,380.5,32.0,336.28,860.8,0.0,4,10,0.0,84.07,86.08,0.0,1197.08,14
644319,FB50MLTBE PP\FLAT\GRD\S 500CS,5745.91,380.5,62.0,1387.97,1332.68,601.78,15,14,6,92.53,95.19,100.3,3322.43,35
66055,DTAG 13 5 MG,1347.21,509,3.0,424.53,922.68,0.0,1,2,0.0,424.53,461.34,0.0,1347.21,3
6611924,TOPAZLNRSPLTLSSSNGLTPRWL5PK,1918,128.1,20.0,1918.0,0.0,0.0,20,0.0,0.0,95.9,0.0,0.0,1918.0,20
666246,TIMER FISHER 3-LINE ALARM,1836.54,79.7,47.0,175.28,42.86,350.58,4,1,6,43.82,42.86,58.43,568.72,11
666411,FISHER REFRIG FREZ THERMOMETER,2460.33,82.3,51.0,2154.12,47.51,258.7,45,1,5,47.87,47.51,51.74,2460.33,51
6664269,TRACEABLE_ MEMORY PLUS THERM,1696.1,90.6,32.0,639.03,0.0,0.0,12,0.0,0.0,53.25,0.0,0.0,639.03,12
666524,WIPES ALCOHOL/DI 100/PK,3153.09,41.05,121.0,2681.24,0.0,139.75,114,0.0,5,23.52,0.0,27.95,2820.99,119
666530B,DURX 670 WIPER 9X9 IN 300/PK,1645,34.4,7.0,1645.0,0.0,0.0,7,0.0,0.0,235.0,0.0,0.0,1645.0,7
6666,KIMWIPE DELIC TSK WIPE 8400/CS,5179.13,11.17,45.0,2761.26,2153.84,1618.59,47,64,54,58.75,33.65,29.97,6533.69,165
666611,KAYDRY EX-L 2-PLY 15X17 90/PK,2207.35,46.15,27.0,843.46,325.41,309.81,6,19,2,140.58,17.13,154.91,1478.68,27
6666132,WYPALL QUARTER FOLD 1008/CS,4581.01,213.57,44.0,3821.31,489.45,0.0,36,5,0.0,106.15,97.89,0.0,4310.76,41
66661A,KIMWIPES DISP 12X12 2940/CS,4553.92,17.89,61.0,2599.18,2895.63,227.64,47,44,3,55.3,65.81,75.88,5722.45,94
666630,FACIAL TISSUE 100/BX 36/CS,1290.28,165.9,23.0,563.84,164.94,0.0,10,3,0.0,56.38,54.98,0.0,728.78,13
666632B,TOWL HND SURPAS C-FLD 2400/CS,4538.3,118.4,104.0,905.2,390.63,778.24,20,13,16,45.26,30.05,48.64,2074.07,49
6666A,KIMWIPE SML 4-1/2X8-1/2 280/PK,29859.14,12.91,2287.0,8327.82,7053.53,3333.31,340,440,221,24.49,16.03,15.08,18714.66,1001
6666C,KIMWIPE EX-L 15INX17IN 140PK,14637.97,31,406.0,8105.56,2037.52,1072.45,168,38,12,48.25,53.62,89.37,11215.53,218
666978,TOWELETTE CASTILE SOAP 1000/CS,1340.62,139,14.0,97.16,1243.46,0.0,1,13,0.0,97.16,95.65,0.0,1340.62,14
66705,BLOOD BLOC WIPE 4X4IN HI 200PK,4272.48,36.5,29.0,4272.48,0.0,0.0,29,0.0,0.0,147.33,0.0,0.0,4272.48,29
667050,BIOHAZ PROT WIPE 4X4IN 200PK,5397.52,32.3,41.0,5397.52,0.0,0.0,41,0.0,0.0,131.65,0.0,0.0,5397.52,41
6712286,PUFS,5450,114.3,50.0,5450.0,0.0,0.0,50,0.0,0.0,109.0,0.0,0.0,5450.0,50
6715014,ULTRA C8 5UM 100A,1510,527.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6718436,VIALS 1000PK,7008.04,289.5,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6718439,VIALS 1000PK,2169.95,310.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6718495,INLET SEALS 10PK,7070,387.5,25.0,7070.0,0.0,0.0,25,0.0,0.0,282.8,0.0,0.0,7070.0,25
6718904,CAPS SHORT SCREW 1000PK,15217.51,352,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000124,96W PLT PS FB CLR UNTRD 100/CS,2547.16,305.5,42.0,1160.36,1059.23,108.08,20,18,1,58.02,58.85,108.08,2327.67,39
7000160,96WPLT PP DW HLF-ML VB CL 80CS,1689.66,676.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000162,96WPLT PS FB ST TC CLRLD 100CS,2525.96,370.5,20.0,218.44,980.58,564.8,2,9,2,109.22,108.95,282.4,1763.82,13
7000167,96WPLT PS ST TC WHT/CLRLD 32CS,2062.13,365,14.0,441.0,302.26,0.0,3,2,0.0,147.0,151.13,0.0,743.26,5
7000175,ASPIRTION PIPET NO PLG S 1000C,1872.89,586.5,12.0,0.0,0.0,322.22,0.0,0.0,1,0.0,0.0,322.22,322.22,1
7000181,CELLCOAT 24W COLL PS LID C 50C,1554.96,952,3.0,1554.96,0.0,0.0,3,0.0,0.0,518.32,0.0,0.0,1554.96,3
7000194,CELLCOAT PDL PLTE 96W CL 20/CS,2180.3,396,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000208,CELLSTAR 6W PS ST TC LID 100/C,1917.3,368.5,20.0,375.66,646.84,770.4,5,8,3,75.13,80.86,256.8,1792.9,16
7000212,CELLSTAR CT  TC ST 18X95 1000C,1848.02,671.5,11.0,1509.99,165.3,0.0,9,1,0.0,167.78,165.3,0.0,1675.29,10
7000220,CELLSTAR DSH35X10 PS ST TC740C,1346.56,662,7.0,0.0,890.16,0.0,0.0,6,0.0,0.0,148.36,0.0,890.16,6
7000225,CELLSTAR T25 S TC FLTR CP 200C,4333.11,530.5,28.0,460.56,2002.67,0.0,3,13,0.0,153.52,154.05,0.0,2463.23,16
7000229,CELLSTAR T-75 TC ST FLTRCP120C,7175.05,619,43.0,826.35,717.7,2475.24,7,6,6,118.05,119.62,412.54,4019.29,19
7000232,CELLSTRDISH 145X20 S 3VNT 120C,1908.35,445,8.0,238.9,238.9,1550.0,2,2,5,119.45,119.45,310.0,2027.8,9
7000239,CFG TB 50ML VBOT PP ST 500/CS,2535.04,537.5,29.0,1827.86,0.0,198.28,21,0.0,2,87.04,0.0,99.14,2026.14,23
7000241,CFG TB PP ST 15ML W/CAP 1000CS,1626.67,752.5,12.0,668.79,270.33,0.0,5,2,0.0,133.76,135.16,0.0,939.12,7
7000257,CRYO.S 2ML ID ST SS EXT C 500C,3276.96,395,25.0,1144.17,1012.14,230.74,9,8,1,127.13,126.52,230.74,2387.05,18
7000278,FLASK SUSP T-75 S FLTR CP 120C,2085.65,504.5,15.0,1406.7,678.95,0.0,10,5,0.0,140.67,135.79,0.0,2085.65,15
7000328,PETRI DISH 60X15 6VENT 600/CS,3004.28,183.5,46.0,3004.28,0.0,0.0,46,0.0,0.0,65.31,0.0,0.0,3004.28,46
7000330,PETRI DSH PS S SQR 120X15 240C,2190.17,369.5,11.0,197.79,0.0,0.0,1,0.0,0.0,197.79,0.0,0.0,197.79,1
7000338,PETRIDSH 35X10 PS S 3VENT 740C,2101.53,409,23.0,2007.72,93.81,0.0,22,1,0.0,91.26,93.81,0.0,2101.53,23
7000363,SERO-PIPET 10ML S BULK 500/CS,1792.43,370.5,17.0,987.0,297.86,214.11,10,3,1,98.7,99.29,214.11,1498.97,14
7000366,SERO-PIPET 25 S PAPR/PLAS 200C,3799.17,351,46.0,1692.07,245.98,659.1,22,3,6,76.91,81.99,109.85,2597.15,31
7000367,SERO-PIPET 25ML S PLAS WP 200C,1824.3,353,23.0,392.4,490.14,0.0,5,6,0.0,78.48,81.69,0.0,882.54,11
7000370,SERO-PIPET 5 S PAPR/PLAS 200CS,3318.89,161.4,90.0,822.49,208.78,86.34,24,6,1,34.27,34.8,86.34,1117.61,31
7000371,SERO-PIPET 50 S PAPR/PLAS 100C,3288.96,386,40.0,2537.76,82.64,0.0,31,1,0.0,81.86,82.64,0.0,2620.4,32
7000372,SERO-PIPET 50ML S PLAS WP 100C,1770.2,386,20.0,619.57,0.0,0.0,7,0.0,0.0,88.51,0.0,0.0,619.57,7
7000374,SERO-PIPET 5ML ST BULK 500/CS,2288.67,359.5,23.0,1686.93,0.0,0.0,17,0.0,0.0,99.23,0.0,0.0,1686.93,17
7000376,SERO-PIPT S 10 PR/PLAS WP 200C,10040.51,172.2,250.0,2362.91,1098.99,557.22,72,30,6,32.82,36.63,92.87,4019.12,108
7000384,T-175 TC ST LO-PRO FLTR CP 50C,2076.66,459.5,14.0,0.0,100.84,958.18,0.0,1,3,0.0,100.84,319.39,1059.02,4
7000386,TC DISH 100X20 ST TC VENT 360C,3517.32,718,29.0,1323.19,375.57,0.0,11,3,0.0,120.29,125.19,0.0,1698.76,14
7000388,THINCERT 12W 0.4UM 1X10E8 48CS,1521.6,368.5,6.0,0.0,0.0,1521.6,0.0,0.0,6,0.0,0.0,253.6,1521.6,6
7000553,CELL SCRAPER 28CM/18MM CS100,1288.32,269.5,9.0,692.14,0.0,176.0,5,0.0,1,138.43,0.0,176.0,868.14,6
7000598,ADVTC DISH 145X20 ST CS120,2940.9,857,6.0,1960.6,0.0,0.0,4,0.0,0.0,490.15,0.0,0.0,1960.6,4
7000715,SAPH PCR TBE .2 ML 120/PK,3906.48,229,40.0,571.95,0.0,1259.32,9,0.0,17,63.55,0.0,74.08,1831.27,26
706510,KAINIC ACID (SYNTHETIC) 10 MG,6699.6,185.3,40.0,6699.6,0.0,0.0,40,0.0,0.0,167.49,0.0,0.0,6699.6,40
706634,PROTEINASE K LYOPHILIZED,1427.34,142.7,12.0,477.72,118.4,469.84,4,1,4,119.43,118.4,117.46,1065.96,9
706635,PROTEINASE K LYOPHILIZED,1522.22,465.5,4.0,726.2,0.0,432.92,2,0.0,1,363.1,0.0,432.92,1159.12,3
710863,KOD HOT START DNA POLYMERASE,2693.94,348,10.0,269.37,0.0,0.0,1,0.0,0.0,269.37,0.0,0.0,269.37,1
712063,BENZONASE NUCLEASE HC PURITY,6738.65,507,17.0,0.0,0.0,404.09,0.0,0.0,1,0.0,0.0,404.09,404.09,1
712304,LYSONASE BIOPROCESSING RGNT,3210.47,533,7.0,2755.67,454.8,0.0,6,1,0.0,459.28,454.8,0.0,3210.47,7
7200105,PLT MICR 96-WL RND STYR 100/CS,1199.14,318,9.0,1199.14,0.0,0.0,9,0.0,0.0,133.24,0.0,0.0,1199.14,9
720011,PIPET STER 10ML(0.1GRAD)500/CS,2559.91,411,19.0,1579.95,188.48,0.0,13,1,0.0,121.53,188.48,0.0,1768.43,14
720012,PIPET 10ML IND 200/CS,2088.54,203,40.0,383.48,800.77,0.0,8,14,0.0,47.94,57.2,0.0,1184.25,22
7200127,RGNT RESERVOIR F/PIPTR 200/CS,6725.09,247.5,62.0,3306.0,434.57,422.2,33,3,4,100.18,144.86,105.55,4162.77,40
7200128,RGNT RESERVOIR F/PIPTR 100/CS,4358.68,333.5,30.0,2402.98,0.0,387.18,18,0.0,2,133.5,0.0,193.59,2790.16,20
7200147,TC INSRT 24WL 6.5MM .4UM 48/CS,4704.01,395.5,21.0,884.65,238.71,0.0,5,1,0.0,176.93,238.71,0.0,1123.36,6
7200148,TC INSRT 24WL 6.5MM 3UM 48/CS,1372.17,395.5,7.0,905.92,520.22,206.14,5,2,1,181.18,260.11,206.14,1632.28,8
7200149,TC INSRT 24WL 6.5MM 5UM 48/CS,4978.35,395.5,21.0,1121.5,2043.82,0.0,5,8,0.0,224.3,255.48,0.0,3165.32,13
720015,SERO PIPET 25ML IND 200/CS,6565.84,432.5,47.0,2589.0,372.42,0.0,22,3,0.0,117.68,124.14,0.0,2961.42,25
7200150,TC INSRT 24WL 6.5MM 8UM 48/CS,11463.04,395.5,45.0,367.62,7626.15,642.74,2,29,2,183.81,262.97,321.37,8636.51,33
7200154,CELL INS 24WL 6MM CLR .4 48/CS,8179.9,390,37.0,4320.0,2528.82,0.0,20,12,0.0,216.0,210.74,0.0,6848.82,32
7200156,TC INSERT 12WL 12MM .4UM 48/CS,1851.5,426,7.0,252.14,1599.36,0.0,1,6,0.0,252.14,266.56,0.0,1851.5,7
7200161,CELL INS 12MM CLR .4UM 48/CS,32939.24,435.5,163.0,7037.8,2641.41,17639.8,38,11,90,185.21,240.13,196.0,27319.01,139
7200162,CELL INS 12MM CLR 3UM 48/CS,1953.62,435.5,7.0,1395.12,558.5,0.0,5,2,0.0,279.02,279.25,0.0,1953.62,7
7200165,TC INSRT 6WL 24.5MM .4UM 24/CS,3055.03,229.5,21.0,0.0,1631.65,0.0,0.0,11,0.0,0.0,148.33,0.0,1631.65,11
720017,PIPET 50ML IND 100/CS,1409.35,466,7.0,1087.99,0.0,0.0,5,0.0,0.0,217.6,0.0,0.0,1087.99,5
7200170,TCT 24MM T/W CLR .4UM PE 24/CS,2013.59,234.5,15.0,677.16,1336.43,0.0,6,9,0.0,112.86,148.49,0.0,2013.59,15
7200210,TUBE DOLPHIN 2ML BULK 1000/CS,1530.84,190,19.0,278.0,744.32,0.0,5,6,0.0,55.6,124.05,0.0,1022.32,11
720024,WELL STRIP IND FLAT BTM 800/CS,2840.28,677.5,6.0,0.0,2840.28,0.0,0.0,6,0.0,0.0,473.38,0.0,2840.28,6
7200245,96-WL POLYCARB M IND N/S 25/CS,1296.6,343,6.0,294.28,0.0,0.0,2,0.0,0.0,147.14,0.0,0.0,294.28,2
7200297,TIP PIPET 1-200UL YLW BLK M/CS,1315.29,65.1,42.0,205.66,193.24,0.0,14,4,0.0,14.69,48.31,0.0,398.9,18
720035,EIA PLT FLT BTM HI-BNG 100/CS,5609.55,636.5,21.0,3198.26,0.0,253.49,13,0.0,1,246.02,0.0,253.49,3451.75,14
7200364,CELL LIFTER 100/CS,4180.37,283,33.0,1143.63,0.0,557.38,10,0.0,5,114.36,0.0,111.48,1701.01,15
7200365,CELL SCRAPER 100/CS,3773.97,420,22.0,349.88,928.56,157.92,2,6,1,174.94,154.76,157.92,1436.36,9
720037,EIA PLT A/2 FLT HI-BNG 100/CS,1845.38,665,6.0,1845.38,0.0,0.0,6,0.0,0.0,307.56,0.0,0.0,1845.38,6
7200385,FLTR CENT TUBE .2CA 96/CS,3758.1,388,18.0,2600.01,425.93,340.4,12,2,2,216.67,212.97,170.2,3366.34,16
7200386,FLTR CENT TUBE .2CA N/S C/CS,2333.13,351,12.0,1770.31,0.0,0.0,9,0.0,0.0,196.7,0.0,0.0,1770.31,9
7200389,FLT CENT TB .2UM NY N/S 200/CS,2104.22,629,7.0,1392.92,0.0,0.0,5,0.0,0.0,278.58,0.0,0.0,1392.92,5
720039,EIA PLT FLT BTM HI-BNG 100/CS,1594.93,613.5,5.0,342.2,646.81,0.0,1,2,0.0,342.2,323.4,0.0,989.01,3
7200534,MICRO CENT TUBE 1.7ML 500/CS,3989.46,96.4,129.0,1985.16,1640.8,131.1,83,32,5,23.92,51.27,26.22,3757.06,120
7200535,MICRO CENT TUBE 1.7ML 5000/CS,1226.33,900.5,3.0,531.18,493.21,0.0,1,1,0.0,531.18,493.21,0.0,1024.39,2
7200565,TC PLT 96WELL STR W/LID 48/CS,12782.38,630.5,40.0,2420.42,1656.48,662.39,8,6,2,302.55,276.08,331.19,4739.29,16
7200566,TC PLT 96WEL CLR BTM LID 48/CS,7626.67,630.5,25.0,4056.96,699.82,1660.72,13,2,6,312.07,349.91,276.79,6417.5,21
7200572,STRPET 2ML PA/PLAS 1000/CS,1366.66,659,6.0,694.58,0.0,0.0,2,0.0,0.0,347.29,0.0,0.0,694.58,2
7200573,STRIPET 5ML PAP/PLAS ST 200/CS,17730.86,169.7,424.0,11841.84,992.96,0.0,327,16,0.0,36.21,62.06,0.0,12834.8,343
7200574,STRPETTE PPER/PLSTC10ML 200/CS,15416.59,179.2,323.0,9120.52,3049.44,0.0,230,48,0.0,39.65,63.53,0.0,12169.96,278
7200575,STRIPET IN PPR/PLST 25ML 200CS,14090.58,372,137.0,10166.77,0.0,0.0,110,0.0,0.0,92.43,0.0,0.0,10166.77,110
7200576,STRPET 50ML PA/PLAS 100/CS,2165.96,418.5,18.0,1456.72,148.4,0.0,13,1,0.0,112.06,148.4,0.0,1605.12,14
720058,8-CHANNEL RESERVR LINER 100/CS,2037.09,249,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7200589,PLT 96WL SLD WHT NONTRT 100/CS,2047.31,663.5,6.0,338.93,666.99,702.46,3,2,2,112.98,333.5,351.23,1708.38,7
7200590,PLT 96WL SLD BLK NONTRT 100/CS,3630.47,646,12.0,1467.6,321.05,0.0,5,1,0.0,293.52,321.05,0.0,1788.65,6
7200598,LID CORNER NOTCH CLR STR 50/CS,1449.16,139,22.0,598.68,73.75,144.49,10,1,2,59.87,73.75,72.25,816.92,13
7200601,PLT 6WELL ULTR LOW ATTCH 24/CS,10628.72,558.5,35.0,5743.82,2624.18,561.5,17,11,2,337.87,238.56,280.75,8929.5,30
7200602,PLT 24WELL ULT LOW ATTCH 24/CS,8376.83,574,26.0,1750.86,2254.54,422.48,5,9,1,350.17,250.5,422.48,4427.88,15
7200603,PLT 96WELL ULT LOW ATTCH 24/CS,13776.73,654.5,32.0,0.0,3191.55,6276.76,0.0,7,14,0.0,455.94,448.34,9468.31,21
7200619,STRIPETTE WIDE TIP 10ML 50/PK,1420.4,72.7,10.0,1420.4,0.0,0.0,10,0.0,0.0,142.04,0.0,0.0,1420.4,10
7200621,CENTRIFUGE TUBE 500ML 6/PK,4379.64,57.2,34.0,1506.01,582.49,0.0,13,4,0.0,115.85,145.62,0.0,2088.5,17
7200623,UV PLT 96WEL RNASEDNASE 25/PK,2938.75,707,6.0,2195.23,500.75,0.0,4,1,0.0,548.81,500.75,0.0,2695.98,5
7200627,PLT 96-WL SLD BL W/LD STR C/CS,2082.62,821,5.0,845.52,0.0,852.91,2,0.0,2,422.76,0.0,426.45,1698.43,4
7200628,PLT 96-WL SLD WH W/LD STR C/CS,5123.42,750,17.0,1899.24,0.0,0.0,8,0.0,0.0,237.41,0.0,0.0,1899.24,8
7200656,96WL FBTM PLT LID NT ST 100/CS,8227.44,503.5,38.0,3144.11,525.44,575.34,16,2,3,196.51,262.72,191.78,4244.89,21
7200684,ALUMIN SEALING TAPE 96 100/CS,2075.32,125.3,34.0,865.74,747.0,67.59,17,10,1,50.93,74.7,67.59,1680.33,28
7200700,ASSAY BLOCK 2ML STR 96WL 25/CS,2125.92,319.5,18.0,2125.92,0.0,0.0,18,0.0,0.0,118.11,0.0,0.0,2125.92,18
7200721,96WL PLT FBTM HBIN LID 100/CS,8399.36,712,25.0,3091.64,3481.8,0.0,10,10,0.0,309.16,348.18,0.0,6573.44,20
7200738,STRPET 25ML PAPR/PLSTIC 200/CS,1361.25,525.5,5.0,842.35,0.0,0.0,3,0.0,0.0,280.78,0.0,0.0,842.35,3
7200740,24WL TISCULT CLUSTR BLK 100/CS,3432.28,568,17.0,1057.34,308.06,620.8,7,2,3,151.05,154.03,206.93,1986.2,12
7200760,96W1ASSAY PLTPS RNDW/LID100CS,3326.13,505.5,17.0,739.68,0.0,1206.55,5,0.0,7,147.94,0.0,172.36,1946.23,12
7200777,96WL CLR/CLR PLT W/NBS 100/CS,3438.18,815.5,9.0,0.0,3438.18,0.0,0.0,9,0.0,0.0,382.02,0.0,3438.18,9
72008,PIPET 5ML BULK 500/CS,1604.59,396,14.0,1238.51,366.08,0.0,12,2,0.0,103.21,183.04,0.0,1604.59,14
720080,PLATE 6-WELL TC 16.8ML 100/CS,27657.71,436,211.0,18795.29,1840.84,0.0,147,14,0.0,127.86,131.49,0.0,20636.13,161
720081,PLATE 12-WELL TC 6.9ML 100/CS,5288.23,514,28.0,2928.25,1138.19,0.0,17,4,0.0,172.25,284.55,0.0,4066.44,21
720082,PLATE 12-WELL TC 6.9ML 50/CS,6048.09,258.5,65.0,3455.41,1348.65,92.99,39,14,1,88.6,96.33,92.99,4897.05,54
720083,PLATE 6-WELL TC 50/CS,24955.33,228.5,312.0,12892.35,2394.55,86.9,162,33,1,79.58,72.56,86.9,15373.8,196
720084,PLATE 24-WELL 3.4ML 100/CS,6841.5,577,36.0,2497.24,1519.0,0.0,16,8,0.0,156.08,189.88,0.0,4016.24,24
720086,PLATE 48-WELL 1.6ML 100/CS,3585.43,680.5,13.0,825.23,1458.79,490.6,4,4,2,206.31,364.7,245.3,2774.62,10
720087,PLATE 96-WELL 0.1 -0.2ML 50/CS,8520.22,377.5,62.0,111.23,0.0,372.03,1,0.0,3,111.23,0.0,124.01,483.26,4
7200886,CENT TBE PP SLV 15ML FT 500/CS,9000.99,275.5,127.0,1985.68,3221.92,1000.62,26,44,16,76.37,73.23,62.54,6208.22,86
720089,PLT 96 WELL LOW EVP .365 50/CS,10218.01,397,73.0,3558.06,4353.6,472.14,34,20,4,104.65,217.68,118.03,8383.8,58
72009,PIPET 5ML IND 200/CS,1394.67,189.9,25.0,0.0,610.72,0.0,0.0,11,0.0,0.0,55.52,0.0,610.72,11
720090,PLT 96-WELL FLT BTM .365 50/CS,9359.07,413,80.0,5549.22,1886.15,545.55,51,15,5,108.81,125.74,109.11,7980.92,71
720092,PLT 96-WELL FLAT .365ML 100/CS,1700.53,814,6.0,858.64,0.0,841.89,4,0.0,2,214.66,0.0,420.94,1700.53,6
720095,PLT PST 96WL U-BTM.33ML 50/CS,8182.18,416.5,64.0,5644.61,2140.32,0.0,47,14,0.0,120.1,152.88,0.0,7784.93,61
720098,PLT MICR 96-WL FLT STYR 100/CS,4583.83,292.5,33.0,1004.48,308.16,477.12,8,2,4,125.56,154.08,119.28,1789.76,14
7201307,43MM VENT CAP 50/CS,1576.22,538.5,4.0,0.0,1976.22,0.0,0.0,5,0.0,0.0,395.24,0.0,1976.22,5
7201430,CELL STRAINER40UMBLUE50/CS,2448.05,197.8,30.0,1053.27,0.0,122.13,15,0.0,1,70.22,0.0,122.13,1175.4,16
7201431,CELL STRAINER70UMWHITE50/CS,2365.34,197.8,27.0,625.77,118.01,122.13,9,1,1,69.53,118.01,122.13,865.91,11
7201432,CELL STRAINER100UMYEL50/CS,1956.88,197.8,21.0,417.24,122.13,469.25,6,1,4,69.54,122.13,117.31,1008.62,11
7201588,6WL PLATE NONTREATED100/CS,1639.9,490,6.0,0.0,256.05,0.0,0.0,1,0.0,0.0,256.05,0.0,256.05,1
7201590,24WL PLATE NONTREATED100/CS,2114.04,612,7.0,295.66,568.58,624.9,1,2,2,295.66,284.29,312.45,1489.14,5
7201680,96WL PLT RND ULA STER 24/CS,13506.44,797.5,31.0,1972.92,1307.06,1401.91,4,3,3,493.23,435.69,467.3,4681.89,10
7201733,33MM CELLSTACK LEUR S 5/CS,6406.08,451.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7201883,MICROPLATE SEALING TAPENS500,1661.76,376.5,8.0,1661.76,0.0,0.0,8,0.0,0.0,207.72,0.0,0.0,1661.76,8
720196,96WLPLT ST CELBND FLTBLK 50/CS,2654.89,903,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7202000,FLASK 75CM2 U-SHAPE VENT 100CS,20699.51,435.5,133.0,8703.85,4200.33,2016.25,55,32,9,158.25,131.26,224.03,14920.43,96
7202001,FLASK75CM2U-SHAPEPLUG100CS,6525.39,609,42.0,5714.27,318.86,0.0,37,2,0.0,154.44,159.43,0.0,6033.13,39
7202003,FLASK75CM2U-SHAPEVENT100CS,8239.84,606.5,28.0,2110.49,933.76,0.0,9,3,0.0,234.5,311.25,0.0,3044.25,12
7202010,PETRI DISH100X15MMSLIP500CS,3903.42,149,58.0,599.12,2658.66,69.27,11,36,1,54.47,73.85,69.27,3327.05,48
7202011,PETRI DISH100X15MMSTACK500C,7121.66,149,126.0,5522.53,703.6,0.0,100,10,0.0,55.23,70.36,0.0,6226.13,110
7202031,RNDPETRIDSHPSNAT3S 825/CS,3461.55,218.5,36.0,811.01,2533.36,117.18,10,25,1,81.1,101.33,117.18,3461.55,36
7202350,PIPET CONTROLLER ULTRA W/UNI,7325.23,582,26.0,1944.68,581.51,0.0,7,2,0.0,277.81,290.75,0.0,2526.19,9
7202441,20-200UL 8-CHNL PIPTR,1666.31,772,3.0,0.0,0.0,1186.56,0.0,0.0,2,0.0,0.0,593.28,1186.56,2
7202634,500ML CT 2P0V MLL 2/CS500ML,15512.96,422.5,73.0,14905.4,0.0,0.0,70,0.0,0.0,212.93,0.0,0.0,14905.4,70
7202711,300V GENERAL PURPOSE POWER SUP,2139.45,577,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7203021,DIGITAL DRY BATH SINGLE BLOCK,1227.1,527.5,4.0,0.0,312.48,290.26,0.0,1,1,0.0,312.48,290.26,602.74,2
7203954,CORNING MINI CENTRIFUGE 1/CS,9548.57,629.5,55.0,3431.82,1322.67,1015.15,21,6,5,163.42,220.45,203.03,5769.64,32
720IC200,RHICAM-1/CD54 FC CF 200 UG,3408.99,918,5.0,0.0,0.0,3408.99,0.0,0.0,5,0.0,0.0,681.8,3408.99,5
7210122,ICE BUCKET ROUND 4L GRN 1/CS,1750.3,160,19.0,1345.69,0.0,0.0,14,0.0,0.0,96.12,0.0,0.0,1345.69,14
72110017,COVERPLATES SEQUENZA 25/CS,1685.27,243,10.0,0.0,0.0,1319.85,0.0,0.0,7,0.0,0.0,188.55,1319.85,7
72905HP,SOD HYDROXIDE 50% PUR 20L HP,1515.9,559,6.0,1515.9,0.0,0.0,6,0.0,0.0,252.65,0.0,0.0,1515.9,6
